comname,season,n,slope_y,slope_p_y,slope_x,slope_p_x,slope_depth,slope_p_depth
atlantic croaker,SPRING,42,2072.05379987558,0.0212883174326072,2372.89457857776,0.000414231075807878,0.491946718238537,5.01338327072589e-06
atlantic croaker,FALL,51,3813.33787647857,4.26268313368775e-06,1330.4627233636,0.000140746694159135,0.0551316336619472,0.339060571768034
atlantic rock crab,SPRING,50,4545.89290188934,3.66371350636285e-06,5850.4595777941,5.56149468895366e-09,-0.292030582699568,0.269997491400362
atlantic rock crab,FALL,50,1682.62095967534,0.0939401213602031,3361.71872410726,0.00291587415938444,-0.132704404506581,0.774673728139842
black sea bass,SPRING,52,6519.26050313905,8.67723648314222e-15,3852.94065435047,1.33760126607715e-12,-0.134868913517808,0.558333055430377
black sea bass,FALL,53,6668.04664767626,3.19795283243488e-07,3689.80867917878,8.65490163840331e-05,-0.0512334866754109,0.43506832464038
blue runner,FALL,48,896.968755221161,0.526107188721364,1163.5853944478,0.249383876535861,-0.497550303755028,0.392385975555823
bluntnose stingray,SPRING,29,1453.78606686912,0.0193696894124454,2002.87607983366,0.00201974711156554,-0.0585192829911782,0.838710689007318
bluntnose stingray,FALL,49,3140.87544699561,0.000321437263394393,1688.71708620392,0.00264634811580032,0.141613373755899,0.00183394612229912
butterfish,SPRING,52,2450.19530248574,0.0376059512687994,2291.54575205082,0.0250268724238508,0.211575768423529,0.502576778631048
butterfish,FALL,53,2906.97822326474,0.00391057279276181,2501.64100092502,0.000740451182619778,0.0513712269084579,0.820252351157586
chain dogfish,SPRING,52,1305.94957785336,0.122913719743698,1120.74009157986,0.0620846415006355,0.355681697486056,0.400547132748967
chain dogfish,FALL,50,1418.18445310319,0.179187084772644,1485.99114349978,0.12899672298077,-0.079998515534582,0.807121068542847
clearnose skate,SPRING,48,-255.85289622042,0.780846690200232,-511.160234294487,0.412908915428837,-0.140730104106953,0.589003027214848
clearnose skate,FALL,52,3031.11790919214,3.86773582059597e-07,1209.44446450344,0.000268831392406524,-0.131922210591618,0.322786018838144
coarsehand lady crab,SPRING,34,3534.16277264148,0.00689766407477065,814.202851023599,0.129814445287423,-0.481007872137881,0.0753850248270874
coarsehand lady crab,FALL,44,-959.64635264536,0.203689443731318,67.9112968802356,0.856563388862834,-0.103666598043781,0.600739971224709
conger eel,SPRING,41,-1535.84373162159,0.305455942502943,-828.94853086372,0.545382865808238,1.4336189002548,0.00365491440130918
conger eel,FALL,47,2563.47855919757,0.0507894039250254,1710.60825969442,0.156579670399185,0.379772088284787,0.388687855866447
fawn cusk-eel,SPRING,52,796.883673840304,0.190944811775169,1215.84550389529,0.112954403690537,0.00476388299163084,0.986253440326017
fawn cusk-eel,FALL,53,615.372483487888,0.241385122803234,1360.48124449483,0.0774185175912003,0.342344531765258,0.0762839673534695
fourspot flounder,SPRING,52,177.110738087067,0.513141595228142,1420.65784265011,0.00133622317371893,0.647011491356017,2.38808988256044e-05
fourspot flounder,FALL,53,1112.16512114574,0.0044161488216033,2481.24685081386,8.63577901654203e-07,0.582506255351864,3.75571565080974e-08
gulf stream flounder,SPRING,52,357.131484224577,0.561410539453488,-341.176407999653,0.65319944758741,-0.0599716395564115,0.759469224629848
gulf stream flounder,FALL,53,1032.49462873375,0.0750439390438278,343.305393618646,0.646519332893596,-0.244048508360287,0.274264391994043
horseshoe crab,SPRING,44,-1039.37789256876,0.241246051493104,103.0316974956,0.627278597659479,0.600413507371232,0.0100585466452696
horseshoe crab,FALL,45,870.229167189701,0.210378392339541,343.198267038521,0.0459986856704923,0.299545022310264,0.0210113871330554
lady crab,SPRING,37,507.206271170904,0.770772980657144,762.018850871464,0.53166103750999,0.0644564533772716,0.635643415209213
lady crab,FALL,47,5110.22319058948,1.98439865462279e-05,9758.70036166289,1.77991274044326e-10,0.488721861605467,9.54782886547619e-07
little skate,SPRING,52,-745.017858734431,0.0034936984949493,-1980.44087834804,0.00837541763183422,-0.189776874568164,0.119746393851745
little skate,FALL,53,-510.039434671302,0.0162098396409957,-1469.18570284501,0.0227961013480778,-0.0627082107409115,0.411089603071027
northern kingfish,SPRING,42,2750.93449690718,0.0280609503523262,2577.76193968723,0.00216116879946619,0.909492291275828,0.000904343928568342
northern kingfish,FALL,47,3077.93162823019,0.000457120108062312,1381.28318983944,0.000388200898124488,0.199702263431575,8.18449057703243e-07
northern pipefish,SPRING,41,1427.39255594131,0.156944416538031,3497.44901890643,0.0116653191470461,0.281009178995478,0.112484553927445
northern pipefish,FALL,36,4668.69279669626,0.008816242965104,4963.43904688008,0.0370671956323825,0.504396422427071,0.0283173729811209
northern puffer,SPRING,30,-788.448813151442,0.49189851376334,1075.34065300167,0.0817028936611646,0.260827636398718,0.66869091935776
northern puffer,FALL,50,2896.73798919602,0.0035505535484647,1270.94356833048,0.00805732924677296,0.0787673368763822,0.121222770590886
northern searobin,SPRING,52,2430.74059341051,0.0011125088979494,1254.86561980641,0.0295239890950847,-0.0690244952267036,0.756124721523435
northern searobin,FALL,53,4054.36051847505,2.31021840560805e-07,2260.91796381367,0.00389234758150047,-0.0330156834253453,0.601075509879851
northern sennet,FALL,46,8980.53342459592,4.00010654742866e-06,4045.95250829325,1.53754265591298e-05,0.144134859710737,0.0433668911542816
rosette skate,SPRING,51,2644.66325890372,0.00448223004001767,1627.50646006121,0.00767131805241733,0.268713911395574,0.525978192205568
rosette skate,FALL,53,2234.05489982506,0.0132506306944856,2361.15483370065,0.00613631122625574,-0.179714601570391,0.493678723969706
rough scad,SPRING,35,9401.63221884204,3.11354764114066e-07,6690.27618630857,5.28669048207916e-07,2.41607827710632,5.37721585287373e-06
rough scad,FALL,50,3542.32137644836,0.0737779498982716,2150.61769405233,0.0974593424171414,-0.0236752705335574,0.835893332845067
roughtail stingray,SPRING,34,1240.39076209301,0.0669917687972422,1713.94106849547,0.000702092658627263,0.549312057985486,0.174530409805829
roughtail stingray,FALL,48,3630.42485867783,3.71416902444748e-05,1414.45717015724,2.1446251992475e-05,0.0956225222202901,0.228957862138379
scup,SPRING,52,6772.98727597994,1.14366023681155e-06,4415.69131340611,5.68394677827915e-07,0.503103578909315,0.0424747603203022
scup,FALL,53,3960.72325923716,0.00678551873753324,2234.21144540303,0.0353631984304719,0.106366070308538,0.136613179067449
sea scallop,SPRING,52,3090.20594208291,0.000398290797557571,4527.72125793047,6.9143292102711e-05,-0.0796245044301592,0.445848717049156
sea scallop,FALL,53,689.683443096117,0.392184620541978,1561.05949981391,0.187139076689957,-0.123370987791429,0.136486438063393
smooth dogfish,SPRING,52,652.915195546932,0.401233372279341,1217.09365810398,0.00473736173535919,1.18695902205725,0.0367224481806276
smooth dogfish,FALL,52,3321.49088670936,1.46448162569805e-07,3424.70546825122,3.55279982252495e-06,0.19469271514891,0.00528073121263781
southern kingfish,SPRING,41,1751.8464818402,0.0412126189751863,2180.48737521838,0.00129585794459611,0.745901197170727,0.0198468865553734
southern kingfish,FALL,46,4012.9565308775,3.95845628242108e-06,1651.73462242366,1.36091309619702e-05,0.218912412448013,3.19262292008781e-07
spiny butterfly ray,SPRING,36,519.236482050156,0.333474032412235,608.475139032481,0.188040717116237,0.182724529586506,0.543451325785007
spiny butterfly ray,FALL,48,2588.47398886912,3.12309493442633e-05,738.129597979089,8.08695697356778e-05,0.150914846570929,0.0111681274565237
spot,SPRING,43,803.602443099693,0.0886114445815939,1832.3838141488,3.00479821162645e-05,0.606974858854498,0.001599086786962
spot,FALL,48,1749.3097244156,0.0188047439724009,1133.91723120692,0.000869096215008587,0.195642363652006,2.43848841511691e-05
spotted hake,SPRING,52,2928.20881459335,0.00081276400654726,1592.68345920612,0.00194620392896598,1.00170373822853,0.026253942146367
spotted hake,FALL,53,4761.91159492823,8.33139575585119e-10,3155.50467208596,2.73399146727139e-06,-0.328578956897265,0.178688024430015
striped bass,SPRING,43,4505.98743811772,0.00742405051064452,1492.77785827192,0.00843589592538991,0.283935018399931,1.74234776178739e-05
striped bass,FALL,30,2004.19444326349,0.0194783446383236,3778.07845071301,0.0253196235672931,-0.205220640004468,0.545678913028184
striped cusk-eel,SPRING,44,3753.23289297903,0.0020537112734741,2621.99446347621,0.000340931383983358,0.183632430508852,0.000148225729079262
striped cusk-eel,FALL,47,2481.20946397373,0.00633167234640636,1016.41583261137,0.00677586612650417,0.0791003452068339,0.328515111248817
striped searobin,SPRING,52,4097.91651088054,0.000122889379552525,2502.17028614461,1.51211043856688e-05,0.174847652240862,0.561769440269552
striped searobin,FALL,53,4626.98356289981,1.93690223709015e-07,2836.64814239585,8.36103538557965e-07,0.0371366528581188,0.614063093237902
summer flounder,SPRING,52,4107.52485043648,8.63184553306098e-07,3354.42728488324,5.63492538062914e-07,0.464338937157751,0.0139950594979007
summer flounder,FALL,53,5028.00648041384,6.86135020151763e-15,4415.48608901347,3.57732801922407e-10,0.199828013981018,0.00318087321701053
weakfish,SPRING,51,-860.121376254518,0.519772549451072,540.331533266817,0.491596631663226,0.196490860922389,0.415444234306159
weakfish,FALL,49,3151.9766709862,4.60824448707326e-05,1340.83071947855,4.07121200278219e-05,0.1482700987312,0.00825192156220959
windowpane,SPRING,52,803.904819655959,0.0515508206561089,960.034552447681,0.252559464080196,-0.0182648017131149,0.883353983809641
windowpane,FALL,53,1514.62512189114,1.30690485439792e-05,1933.43410163198,0.0132740280308771,0.0991573756428015,0.109617499466918
winter skate,SPRING,52,-1201.14961288304,1.03334569230224e-06,-461.463265233197,0.543213129384695,0.535885033795929,0.00110426330510216
winter skate,FALL,53,45.9336380587439,0.740780886492487,-1065.43403247092,0.0107762091736552,-0.0616415945734538,0.417559957233108
